Time, Min X, Max X, Avg X, Min Y, Max Y, Avg Y, Min Z, Max Z, Avg Z, Humidity, Temperature, Lat, Lon, Altitude, Speed, Sat, Prec, Date/Time, 
1680714, 35.95, 38.16, 36.46, 56.57, 57.43, 56.81, 25.24, 26.65, 25.80, -999, -999, 57.290321, -2.011030, 21.10, 0.52, 9, 120, 04/21/2013 13:56:39   , 
1684172, 35.99, 36.82, 36.23, 56.26, 57.26, 56.89, 25.35, 26.21, 25.54, 70.5, 11.6, 57.290321, -2.011030, 20.60, 0.16, 9, 120, 04/21/2013 13:56:42   , 
1686396, 33.83, 36.82, 36.60, 53.93, 57.88, 56.61, 24.58, 26.57, 26.09, 70.4, 11.7, 57.290321, -2.011030, 20.10, 0.76, 9, 120, 04/21/2013 13:56:45   , 
1688649, 35.44, 37.03, 35.98, 56.41, 57.26, 56.74, 24.79, 26.57, 25.46, -999, -999, 57.290321, -2.011030, 19.10, 0.05, 9, 120, 04/21/2013 13:56:49   , 
1691991, 36.15, 38.19, 36.85, 56.41, 57.51, 56.70, 25.26, 27.29, 26.21, 68.8, 11.7, 57.290309, -2.011030, 18.70, 0.32, 9, 120, 04/21/2013 13:56:53   , 
1694899, 33.30, 37.53, 36.04, 48.92, 57.33, 56.73, 24.97, 29.80, 25.52, 68.7, 11.7, 57.290309, -2.011020, 19.00, 0.09, 9, 120, 04/21/2013 13:56:56   , 
1697150, 36.17, 36.87, 36.55, 56.51, 57.33, 57.07, 25.42, 26.39, 25.64, 67.7, 11.8, 57.290309, -2.011020, 19.30, 0.14, 9, 120, 04/21/2013 13:56:59   , 
1699394, 35.95, 36.87, 36.71, 56.51, 57.13, 56.83, 25.33, 26.30, 25.98, 66.7, 11.8, 57.290309, -2.011010, 19.30, 0.08, 9, 120, 04/21/2013 13:57:03   , 
1702361, 35.95, 36.98, 36.34, 56.57, 57.33, 56.68, 25.33, 26.21, 25.81, 67.2, 11.8, 57.290321, -2.011010, 19.40, 0.08, 8, 120, 04/21/2013 13:57:06   , 
1704630, 35.95, 36.82, 36.32, 56.67, 57.33, 56.82, 25.50, 25.95, 25.67, 67.1, 11.8, 57.290321, -2.011010, 19.60, 0.08, 8, 120, 04/21/2013 13:57:09   , 
1706872, 35.51, 37.03, 36.05, 56.57, 57.33, 56.63, 25.14, 26.39, 25.61, -999, -999, 57.290321, -2.011000, 19.80, 0.09, 8, 120, 04/21/2013 13:57:14   , 
1710351, 36.11, 36.98, 36.60, 56.67, 57.42, 56.94, 25.42, 26.04, 25.80, 66.7, 11.9, 57.290321, -2.011000, 20.00, 0.07, 8, 120, 04/21/2013 13:57:17   , 
1712575, 36.11, 36.55, 36.31, 56.46, 57.13, 56.68, 25.42, 25.87, 25.78, 67.2, 11.9, 57.290321, -2.011000, 20.20, 0.10, 8, 120, 04/21/2013 13:57:20   , 
1714836, 35.95, 37.24, 36.73, 56.15, 57.12, 56.79, 25.33, 26.22, 26.03, 67.3, 12.0, 57.290321, -2.011000, 20.40, 0.10, 8, 120, 04/21/2013 13:57:23   , 
1717429, 35.66, 37.50, 36.50, 56.41, 57.21, 57.02, 25.22, 26.39, 25.65, 67.2, 12.0, 57.290321, -2.010990, 20.60, 0.10, 8, 120, 04/21/2013 13:57:26   , 
1719686, 36.11, 37.03, 36.33, 56.36, 57.43, 56.92, 25.42, 26.65, 25.60, 67.2, 12.0, 57.290321, -2.010990, 21.00, 0.13, 8, 120, 04/21/2013 13:57:29   , 
1721927, 35.76, 43.75, 42.91, 56.66, 58.44, 58.09, 25.13, 30.74, 30.08, -999, -999, 57.290321, -2.011050, 21.80, 4.87, 8, 120, 04/21/2013 13:57:34   , 
1725396, 35.13, 36.81, 36.23, 56.31, 57.53, 56.96, 25.09, 26.29, 25.48, 66.9, 12.1, 57.290298, -2.011160, 22.20, 4.99, 7, 140, 04/21/2013 13:57:37   , 
1727620, 35.99, 38.07, 37.62, 56.57, 57.64, 56.97, 25.14, 27.01, 26.62, 67.4, 12.1, 57.290290, -2.011290, 22.60, 5.79, 7, 140, 04/21/2013 13:57:40   , 
1729867, 34.81, 38.32, 36.11, 56.10, 58.15, 56.68, 24.30, 27.65, 25.62, 67.1, 12.2, 57.290271, -2.011450, 23.10, 7.16, 7, 140, 04/21/2013 13:57:43   , 
1732460, 35.51, 37.20, 35.99, 56.41, 57.29, 56.90, 24.80, 26.29, 25.33, 67.6, 12.2, 57.290260, -2.011590, 23.70, 7.16, 7, 140, 04/21/2013 13:57:46   , 
1734714, 36.54, 37.68, 37.25, 56.62, 57.82, 57.21, 25.68, 26.21, 26.10, 67.6, 12.2, 57.290241, -2.011730, 24.40, 6.49, 7, 140, 04/21/2013 13:57:49   , 
1736954, 36.38, 38.83, 38.36, 56.97, 58.54, 58.18, 25.35, 26.65, 26.16, 67.2, 12.3, 57.290218, -2.011950, 25.60, 8.03, 7, 140, 04/21/2013 13:57:53   , 
1739920, 34.61, 37.85, 36.83, 55.84, 58.13, 57.30, 25.09, 26.11, 25.68, 67.8, 12.3, 57.290210, -2.012120, 26.20, 8.03, 8, 120, 04/21/2013 13:57:56   , 
1742170, 34.71, 37.30, 35.46, 56.00, 58.07, 57.15, 24.23, 26.21, 24.70, 67.8, 12.3, 57.290191, -2.012300, 25.40, 7.43, 8, 120, 04/21/2013 13:57:59   , 
1744409, 35.38, 37.03, 36.41, 56.11, 57.97, 57.02, 24.97, 26.29, 25.57, 67.8, 12.4, 57.290168, -2.012500, 25.70, 5.21, 7, 140, 04/21/2013 13:58:03   , 
1747400, 35.95, 37.47, 36.88, 56.62, 57.64, 57.24, 24.83, 26.39, 25.77, 67.8, 12.4, 57.290138, -2.012630, 24.60, 5.21, 7, 140, 04/21/2013 13:58:06   , 
1749670, 34.88, 37.90, 35.61, 55.01, 57.72, 56.10, 24.84, 26.48, 25.69, 67.8, 12.4, 57.290119, -2.012790, 24.20, 7.39, 8, 120, 04/21/2013 13:58:09   , 
1751908, 34.85, 37.31, 35.84, 56.63, 58.34, 57.64, 23.92, 26.38, 24.59, 67.9, 12.5, 57.290100, -2.013000, 23.30, 6.32, 8, 120, 04/21/2013 13:58:13   , 
1754897, 35.93, 38.53, 37.57, 57.04, 58.69, 57.91, 24.80, 26.39, 25.75, 67.9, 12.5, 57.290130, -2.013130, 22.70, 6.32, 8, 120, 04/21/2013 13:58:16   , 
1757155, 34.44, 37.65, 35.92, 56.06, 58.44, 57.44, 24.48, 26.03, 24.82, 67.9, 12.5, 57.290199, -2.013210, 23.70, 6.32, 8, 120, 04/21/2013 13:58:19   , 
1759400, 35.03, 39.25, 38.44, 55.33, 58.60, 56.99, 24.51, 28.15, 27.29, -999, -999, 57.290390, -2.013240, 26.60, 10.35, 8, 120, 04/21/2013 13:58:24   , 
1762878, 34.66, 39.00, 35.72, 55.59, 58.31, 56.78, 24.30, 28.90, 25.23, 67.4, 12.6, 57.290538, -2.013240, 27.00, 13.23, 8, 120, 04/21/2013 13:58:27   , 
1765100, 35.13, 36.87, 36.17, 55.59, 56.72, 56.19, 24.96, 26.74, 26.09, 68.0, 12.6, 57.290729, -2.013240, 27.60, 14.53, 8, 120, 04/21/2013 13:58:30   , 
1767363, 31.52, 40.27, 35.07, 53.85, 58.78, 56.70, 22.13, 30.96, 24.78, 68.9, 12.7, 57.290908, -2.013240, 27.80, 15.54, 8, 120, 04/21/2013 13:58:33   , 
1769960, 31.01, 39.39, 35.79, 55.45, 59.54, 58.39, 22.49, 27.64, 23.90, 68.2, 12.7, 57.291110, -2.013240, 28.10, 15.54, 8, 120, 04/21/2013 13:58:36   , 
1772209, 34.14, 37.09, 36.59, 56.00, 58.26, 57.03, 24.38, 26.57, 25.72, 68.2, 12.7, 57.291271, -2.013240, 27.90, 13.31, 8, 120, 04/21/2013 13:58:39   , 
1774448, 32.80, 37.52, 35.47, 54.87, 57.72, 56.17, 22.44, 27.96, 25.54, 68.4, 12.8, 57.291481, -2.013250, 27.50, 12.12, 8, 120, 04/21/2013 13:58:43   , 
1777432, 32.77, 37.73, 35.31, 53.76, 57.56, 56.97, 22.53, 26.66, 24.73, 68.4, 12.8, 57.291618, -2.013250, 27.20, 12.12, 8, 120, 04/21/2013 13:58:46   , 
1779680, 34.33, 37.19, 35.43, 56.06, 58.34, 57.80, 22.83, 26.57, 24.15, 68.4, 12.8, 57.291751, -2.013240, 27.40, 10.67, 8, 120, 04/21/2013 13:58:49   , 
1781922, 34.06, 39.04, 35.95, 56.21, 59.34, 57.32, 23.57, 27.81, 24.95, -999, -999, 57.291980, -2.013240, 27.90, 11.93, 8, 120, 04/21/2013 13:58:54   , 
1785405, 33.00, 36.82, 34.47, 54.46, 57.18, 56.14, 23.22, 26.57, 24.73, 68.0, 12.9, 57.292140, -2.013230, 28.40, 12.36, 8, 120, 04/21/2013 13:58:57   , 
1787629, 32.95, 36.33, 34.95, 54.84, 58.30, 56.86, 23.51, 26.84, 24.53, 68.6, 12.9, 57.292289, -2.013220, 28.90, 12.22, 8, 120, 04/21/2013 13:59:00   , 
1789898, 33.54, 38.17, 36.66, 54.33, 58.36, 57.17, 23.53, 26.57, 25.64, 68.1, 13.0, 57.292430, -2.013210, 28.70, 11.20, 8, 120, 04/21/2013 13:59:03   , 
1792495, 33.07, 37.70, 36.07, 53.97, 58.75, 55.95, 23.50, 27.32, 26.19, 68.6, 13.0, 57.292568, -2.013210, 28.40, 11.20, 8, 120, 04/21/2013 13:59:06   , 
1794765, 32.18, 35.69, 33.78, 54.11, 57.11, 56.15, 22.76, 26.75, 24.19, 68.5, 13.0, 57.292678, -2.013220, 28.50, 9.13, 8, 120, 04/21/2013 13:59:09   , 
1797002, 32.84, 35.76, 33.66, 53.88, 57.13, 54.71, 24.23, 26.02, 25.24, 68.6, 13.1, 57.292781, -2.013380, 28.00, 7.16, 8, 120, 04/21/2013 13:59:13   , 
1799986, 33.91, 38.31, 36.21, 53.80, 58.27, 54.42, 24.43, 28.20, 27.65, 68.6, 13.1, 57.292781, -2.013520, 27.20, 7.16, 8, 120, 04/21/2013 13:59:16   , 
1802248, 35.48, 38.74, 36.75, 55.49, 57.43, 57.07, 25.14, 28.87, 25.82, 68.6, 13.1, 57.292758, -2.013700, 27.20, 9.32, 8, 120, 04/21/2013 13:59:19   , 
1804485, 35.04, 39.21, 36.35, 55.49, 58.42, 56.95, 24.14, 27.29, 25.59, 68.6, 13.2, 57.292720, -2.014020, 27.00, 12.41, 8, 120, 04/21/2013 13:59:23   , 
1807442, 34.55, 37.52, 36.74, 55.07, 58.97, 56.42, 23.96, 27.11, 26.37, 68.6, 13.2, 57.292701, -2.014320, 26.50, 12.41, 8, 120, 04/21/2013 13:59:26   , 
1809696, 35.13, 40.05, 38.31, 55.14, 60.32, 57.76, 23.76, 30.35, 26.48, 68.5, 13.2, 57.292671, -2.014650, 26.10, 15.42, 8, 120, 04/21/2013 13:59:29   , 
1811943, 35.54, 40.25, 38.91, 55.88, 58.95, 57.10, 24.30, 29.19, 27.59, 68.5, 13.3, 57.292621, -2.015130, 26.00, 16.38, 8, 120, 04/21/2013 13:59:33   , 
1814914, 33.38, 38.57, 36.15, 55.81, 58.36, 57.11, 22.45, 26.75, 25.29, 68.5, 13.3, 57.292591, -2.015500, 25.70, 16.82, 8, 120, 04/21/2013 13:59:36   , 
1817170, 34.81, 39.70, 36.10, 55.67, 59.16, 57.26, 23.76, 27.85, 25.12, 68.5, 13.3, 57.292560, -2.015880, 25.30, 17.16, 8, 120, 04/21/2013 13:59:39   , 
1819411, 32.16, 39.70, 34.95, 54.35, 58.75, 56.38, 22.30, 27.02, 24.94, 68.3, 13.4, 57.292518, -2.016380, 24.90, 16.39, 8, 120, 04/21/2013 13:59:43   , 
1822380, 35.66, 39.70, 36.53, 56.15, 58.84, 57.56, 24.64, 28.02, 25.22, 68.3, 13.4, 57.292480, -2.016740, 23.70, 16.39, 8, 120, 04/21/2013 13:59:46   , 
1824636, 33.22, 39.88, 36.17, 55.24, 58.13, 56.81, 22.76, 28.63, 25.58, 68.2, 13.4, 57.292461, -2.017080, 23.40, 15.64, 8, 120, 04/21/2013 13:59:49   , 
1826879, 33.00, 38.83, 37.64, 54.84, 58.82, 58.26, 22.63, 28.50, 25.50, 67.5, 13.5, 57.292419, -2.017550, 23.10, 16.06, 8, 120, 04/21/2013 13:59:53   , 
1829840, 34.28, 39.47, 36.86, 55.35, 61.69, 56.31, 23.53, 28.58, 26.57, 68.1, 13.5, 57.292381, -2.017910, 23.40, 16.06, 8, 120, 04/21/2013 13:59:56   , 
1832095, 33.54, 37.53, 34.84, 55.40, 58.30, 56.41, 24.16, 26.39, 24.80, 68.0, 13.5, 57.292358, -2.018250, 24.60, 15.55, 8, 120, 04/21/2013 13:59:59   , 
1834335, 35.04, 39.04, 37.49, 55.89, 58.15, 57.43, 23.73, 27.20, 26.11, 67.8, 13.6, 57.292320, -2.018680, 25.60, 14.29, 8, 120, 04/21/2013 14:00:03   , 
1837301, 36.65, 40.57, 37.37, 56.31, 58.07, 57.12, 25.01, 29.21, 26.28, 67.8, 13.5, 57.292301, -2.019010, 25.40, 15.18, 8, 120, 04/21/2013 14:00:06   , 
1839567, 33.98, 40.84, 38.05, 54.35, 60.91, 57.38, 24.19, 29.67, 26.63, 67.6, 13.6, 57.292270, -2.019360, 25.80, 16.64, 8, 120, 04/21/2013 14:00:09   , 
1841807, 33.30, 38.78, 35.74, 54.91, 58.95, 57.77, 23.07, 28.01, 24.41, 66.9, 13.6, 57.292228, -2.019870, 26.80, 17.62, 8, 120, 04/21/2013 14:00:13   , 
1844769, 31.95, 39.77, 34.55, 54.61, 58.83, 56.34, 22.39, 27.13, 24.62, 67.6, 13.7, 57.292209, -2.020240, 27.60, 17.62, 8, 120, 04/21/2013 14:00:16   , 
1847040, 30.03, 41.68, 33.04, 54.29, 61.17, 56.12, 21.91, 26.92, 23.56, 67.5, 13.7, 57.292209, -2.020540, 30.40, 13.03, 8, 120, 04/21/2013 14:00:19   , 
1849282, 32.09, 38.46, 34.45, 54.86, 57.16, 55.87, 23.17, 28.68, 24.95, 66.7, 13.8, 57.292179, -2.020870, 31.00, 10.29, 8, 120, 04/21/2013 14:00:23   , 
1852241, 34.15, 39.05, 36.24, 55.35, 59.25, 56.09, 23.10, 27.71, 26.24, 67.3, 13.7, 57.292148, -2.021100, 31.40, 10.29, 8, 120, 04/21/2013 14:00:26   , 
1854502, 34.85, 38.40, 35.72, 56.26, 57.92, 57.58, 23.58, 27.80, 24.56, 67.2, 13.8, 57.292098, -2.021370, 32.10, 13.69, 8, 120, 04/21/2013 14:00:29   , 
1856743, 32.97, 36.38, 33.42, 54.36, 57.12, 55.32, 22.89, 25.86, 24.54, 67.5, 13.8, 57.292030, -2.021770, 32.70, 14.26, 8, 120, 04/21/2013 14:00:33   , 
1859734, 33.61, 39.17, 37.34, 54.22, 57.79, 57.31, 23.02, 27.74, 26.12, 67.0, 13.8, 57.291988, -2.022050, 33.30, 12.80, 8, 120, 04/21/2013 14:00:36   , 
1861986, 33.84, 39.70, 38.24, 55.44, 59.53, 58.43, 22.07, 29.26, 25.84, 67.0, 13.9, 57.291938, -2.022320, 33.30, 13.04, 8, 120, 04/21/2013 14:00:39   , 
1864224, 34.43, 38.75, 36.96, 52.88, 60.80, 59.28, 23.43, 31.12, 24.09, -999, -999, 57.291881, -2.022750, 35.10, 11.39, 8, 120, 04/21/2013 14:00:44   , 
1867681, 34.29, 37.23, 35.61, 56.06, 57.46, 56.83, 23.88, 27.09, 25.09, 66.4, 14.0, 57.291839, -2.022970, 36.70, 9.36, 8, 120, 04/21/2013 14:00:47   , 
1869904, 34.06, 39.11, 37.91, 56.06, 59.77, 58.91, 24.16, 26.03, 25.15, 66.8, 14.0, 57.291828, -2.023140, 38.00, 7.85, 8, 120, 04/21/2013 14:00:50   , 
1872149, 36.33, 39.95, 39.72, 55.95, 59.04, 57.90, 24.67, 27.95, 27.53, 66.8, 14.1, 57.291851, -2.023280, 38.30, 6.04, 8, 120, 04/21/2013 14:00:53   , 
1874742, 37.19, 38.74, 38.24, 56.51, 58.11, 57.10, 25.36, 27.27, 27.01, 66.7, 14.0, 57.291919, -2.023340, 37.60, 6.04, 8, 120, 04/21/2013 14:00:56   , 
1877007, 36.72, 38.90, 38.47, 54.36, 57.36, 56.88, 26.82, 28.22, 27.40, 66.8, 14.1, 57.292018, -2.023350, 37.50, 8.85, 8, 120, 04/21/2013 14:00:59   , 
