Time, Min X, Max X, Avg X, Min Y, Max Y, Avg Y, Min Z, Max Z, Avg Z, Humidity, Temperature, Lat, Lon, Altitude, Speed, Sat, Prec, Date/Time, 
341252, 0.24, 360.00, 201.96, 28.40, 38.45, 34.96, 0.42, 360.00, 204.28, 54.4, 14.7, 57.289161, -2.006460, 7.70, 2.64, 11, 80, 04/21/2013 13:26:39   , 
343488, 1.47, 359.74, 79.03, 30.53, 37.28, 34.73, 2.45, 359.55, 82.64, -999, -999, 57.289161, -2.006370, 7.80, 2.77, 11, 80, 04/21/2013 13:26:44   , 
346903, 1.28, 15.55, 7.89, 28.56, 39.63, 30.93, 1.71, 25.27, 13.11, 54.4, 14.5, 57.289161, -2.006340, 7.40, 0.28, 10, 90, 04/21/2013 13:26:47   , 
349122, 7.82, 9.02, 8.40, 29.92, 32.40, 31.54, 12.72, 14.46, 13.52, 55.0, 14.5, 57.289161, -2.006340, 7.60, 0.24, 11, 80, 04/21/2013 13:26:50   , 
351357, 3.15, 358.33, 17.00, 28.06, 36.34, 33.58, 5.07, 357.34, 19.53, 55.4, 14.3, 57.289161, -2.006310, 8.10, 1.69, 11, 80, 04/21/2013 13:26:53   , 
354098, 5.22, 13.20, 6.29, 31.89, 37.44, 35.95, 6.81, 17.04, 8.64, 55.4, 14.3, 57.289169, -2.006280, 8.30, 0.20, 10, 90, 04/21/2013 13:26:57   , 
356331, 5.25, 7.01, 6.32, 36.14, 37.60, 36.77, 6.81, 9.12, 8.44, 55.6, 14.2, 57.289169, -2.006280, 8.30, 0.08, 10, 90, 04/21/2013 13:26:59   , 
358589, 5.40, 7.31, 5.84, 36.06, 37.63, 36.58, 7.18, 9.87, 7.85, 56.3, 14.1, 57.289180, -2.006270, 7.80, 0.56, 11, 80, 04/21/2013 13:27:03   , 
361183, 5.22, 8.32, 6.70, 33.98, 36.76, 35.28, 7.47, 11.58, 9.43, 56.3, 14.0, 57.289180, -2.006260, 7.60, 0.56, 11, 80, 04/21/2013 13:27:06   , 
363460, 3.79, 8.26, 5.77, 34.78, 38.31, 37.88, 4.80, 10.75, 7.42, 57.0, 14.2, 57.289180, -2.006260, 7.50, 1.29, 11, 80, 04/21/2013 13:27:09   , 
365689, 9.55, 357.18, 147.02, 34.52, 44.30, 40.33, 13.11, 356.37, 147.88, -999, -999, 57.289211, -2.006150, 7.60, 3.16, 11, 80, 04/21/2013 13:27:14   , 
369077, 3.20, 359.74, 50.04, 32.31, 44.35, 38.10, 4.19, 359.60, 53.26, 57.2, 13.8, 57.289218, -2.006070, 7.70, 3.42, 11, 80, 04/21/2013 13:27:17   , 
371301, 0.75, 358.53, 187.73, 32.45, 44.50, 34.95, 1.15, 357.69, 187.81, 57.9, 13.5, 57.289230, -2.005990, 7.80, 3.64, 11, 80, 04/21/2013 13:27:20   , 
373537, 2.27, 355.84, 61.00, 32.47, 43.67, 37.57, 3.43, 353.74, 62.06, -999, -999, 57.289241, -2.005900, 7.80, 3.46, 11, 80, 04/21/2013 13:27:24   , 
376857, 2.94, 356.81, 82.03, 30.09, 40.36, 36.81, 4.22, 354.50, 85.42, -999, -999, 57.289260, -2.005780, 7.90, 3.57, 11, 80, 04/21/2013 13:27:29   , 
380261, 1.04, 357.61, 108.48, 30.20, 40.16, 33.64, 1.66, 357.17, 108.87, 58.4, 13.3, 57.289260, -2.005700, 7.90, 3.41, 11, 80, 04/21/2013 13:27:32   , 
382486, 3.32, 359.71, 44.72, 32.63, 39.83, 35.74, 4.79, 359.60, 47.76, 59.0, 13.2, 57.289268, -2.005630, 8.00, 3.49, 11, 80, 04/21/2013 13:27:35   , 
384721, 2.09, 355.24, 116.46, 33.33, 40.71, 36.97, 2.88, 353.31, 119.73, 59.8, 13.1, 57.289268, -2.005560, 7.80, 3.33, 11, 80, 04/21/2013 13:27:38   , 
387476, 5.08, 359.73, 160.02, 33.56, 44.69, 37.58, 7.29, 359.62, 163.00, 59.9, 13.1, 57.289279, -2.005460, 7.30, 3.33, 11, 80, 04/21/2013 13:27:42   , 
389745, 4.25, 358.81, 287.79, 33.75, 42.07, 38.26, 5.87, 358.63, 287.73, 60.2, 13.0, 57.289291, -2.005420, 7.30, 3.15, 11, 80, 04/21/2013 13:27:44   , 
392016, 2.29, 357.52, 54.04, 33.02, 40.60, 36.31, 3.52, 356.59, 56.62, 60.8, 12.9, 57.289299, -2.005320, 7.10, 3.38, 11, 80, 04/21/2013 13:27:48   , 
394602, 1.47, 359.46, 48.52, 32.98, 39.42, 35.45, 2.24, 359.25, 50.51, 60.8, 12.9, 57.289310, -2.005250, 6.70, 3.38, 11, 80, 04/21/2013 13:27:51   , 
396862, 0.26, 358.21, 78.33, 30.31, 41.19, 37.10, 0.36, 357.95, 81.40, 61.0, 12.8, 57.289321, -2.005190, 6.30, 2.97, 11, 80, 04/21/2013 13:27:54   , 
399100, 8.17, 356.68, 82.70, 33.63, 40.69, 37.39, 12.18, 355.44, 86.50, 61.7, 12.3, 57.289340, -2.005110, 6.00, 2.77, 11, 80, 04/21/2013 13:27:58   , 
401975, 3.13, 359.68, 140.28, 36.11, 40.87, 39.92, 3.77, 359.57, 140.80, 61.8, 12.3, 57.289371, -2.005060, 5.80, 2.77, 11, 80, 04/21/2013 13:28:01   , 
404234, 5.01, 7.64, 5.69, 37.81, 40.49, 39.53, 5.87, 9.27, 6.91, 62.3, 11.8, 57.289379, -2.005040, 5.40, 1.02, 11, 80, 04/21/2013 13:28:04   , 
406464, 2.29, 349.72, 177.92, 30.96, 38.41, 35.97, 3.46, 346.25, 177.44, 63.7, 10.5, 57.289398, -2.005020, 6.10, 2.42, 11, 80, 04/21/2013 13:28:08   , 
409372, 2.62, 358.48, 79.06, 32.55, 37.75, 35.60, 3.90, 357.85, 83.28, 63.8, 10.6, 57.289421, -2.004990, 5.70, 1.91, 11, 80, 04/21/2013 13:28:11   , 
411636, 0.90, 357.85, 183.15, 33.87, 38.11, 36.11, 1.29, 357.01, 184.14, 64.5, 10.3, 57.289440, -2.004960, 5.70, 2.81, 11, 80, 04/21/2013 13:28:14   , 
413871, 1.22, 359.74, 24.88, 30.05, 36.74, 34.89, 1.80, 359.60, 27.52, 65.9, 10.5, 57.289478, -2.004910, 5.50, 3.27, 11, 80, 04/21/2013 13:28:18   , 
416771, 3.04, 359.38, 271.83, 32.18, 42.84, 37.44, 3.79, 359.11, 271.79, 65.9, 10.4, 57.289508, -2.004870, 5.60, 3.27, 11, 80, 04/21/2013 13:28:21   , 
419030, 1.28, 357.59, 187.74, 31.67, 41.78, 40.71, 1.83, 356.10, 188.00, 66.9, 10.0, 57.289539, -2.004800, 5.20, 4.32, 11, 80, 04/21/2013 13:28:24   , 
421270, 1.27, 359.73, 203.61, 33.07, 40.68, 37.06, 1.67, 359.65, 205.05, 68.8, 8.9, 57.289569, -2.004740, 4.80, 3.53, 11, 80, 04/21/2013 13:28:28   , 
424156, 10.20, 359.40, 316.55, 34.74, 40.90, 37.89, 13.20, 359.15, 315.78, 69.0, 8.8, 57.289588, -2.004690, 4.20, 3.53, 11, 80, 04/21/2013 13:28:31   , 
426423, 4.83, 358.87, 285.52, 32.37, 40.87, 36.33, 6.65, 358.56, 284.22, 70.0, 8.6, 57.289619, -2.004640, 4.60, 3.16, 11, 80, 04/21/2013 13:28:34   , 
428652, 2.14, 358.75, 278.21, 29.85, 41.16, 35.01, 2.74, 358.18, 277.20, 72.4, 8.4, 57.289661, -2.004590, 4.50, 2.89, 11, 80, 04/21/2013 13:28:38   , 
431569, 1.04, 355.91, 146.57, 29.52, 38.94, 37.28, 1.46, 352.81, 147.91, 72.5, 8.4, 57.289688, -2.004550, 5.40, 2.89, 11, 80, 04/21/2013 13:28:41   , 
433833, 2.94, 355.33, 107.81, 32.84, 43.80, 41.88, 4.09, 353.90, 108.54, 73.2, 8.2, 57.289718, -2.004510, 6.00, 3.12, 11, 80, 04/21/2013 13:28:44   , 
436069, 1.30, 358.56, 102.02, 37.28, 42.12, 38.26, 1.71, 358.24, 102.88, 74.5, 7.6, 57.289760, -2.004460, 6.00, 3.58, 11, 80, 04/21/2013 13:28:48   , 
438986, 0.28, 356.88, 81.61, 35.86, 39.53, 37.81, 0.36, 355.68, 84.69, 74.6, 7.6, 57.289791, -2.004430, 5.50, 3.58, 11, 80, 04/21/2013 13:28:51   , 
441248, 0.88, 358.83, 106.35, 32.84, 41.92, 37.60, 1.15, 358.70, 108.59, 75.6, 7.5, 57.289829, -2.004390, 4.50, 3.57, 11, 80, 04/21/2013 13:28:54   , 
443490, 3.48, 358.14, 147.81, 33.38, 41.39, 37.59, 5.27, 357.44, 148.85, -999, -999, 57.289890, -2.004350, 4.90, 2.95, 11, 80, 04/21/2013 13:28:59   , 
446908, 2.33, 360.00, 223.63, 34.82, 44.83, 38.90, 2.88, 360.00, 225.17, 77.0, 7.4, 57.289920, -2.004320, 4.70, 3.22, 11, 80, 04/21/2013 13:29:02   , 
449131, 2.82, 354.33, 139.70, 38.28, 50.95, 45.69, 2.80, 354.84, 140.14, 78.3, 7.4, 57.289958, -2.004310, 4.80, 3.20, 11, 80, 04/21/2013 13:29:05   , 
451361, 16.19, 359.65, 262.34, 31.71, 48.91, 37.94, 16.67, 359.58, 262.73, -999, -999, 57.290008, -2.004280, 4.40, 3.23, 11, 80, 04/21/2013 13:29:09   , 
454675, 6.20, 357.47, 170.63, 35.85, 45.91, 42.65, 7.75, 357.19, 171.42, 78.9, 7.4, 57.290058, -2.004250, 4.10, 3.54, 10, 80, 04/21/2013 13:29:13   , 
457580, 15.47, 358.63, 229.78, 35.67, 43.18, 41.52, 16.77, 358.09, 230.07, 79.0, 7.3, 57.290100, -2.004240, 3.30, 3.54, 10, 80, 04/21/2013 13:29:16   , 
459846, 0.88, 358.73, 254.96, 37.14, 42.88, 39.56, 1.14, 358.40, 255.57, 79.3, 7.3, 57.290138, -2.004210, 3.10, 3.45, 10, 80, 04/21/2013 13:29:19   , 
462081, 0.84, 358.41, 43.12, 33.61, 41.33, 39.48, 1.19, 357.63, 44.27, 80.2, 7.5, 57.290180, -2.004180, 2.70, 2.68, 10, 80, 04/21/2013 13:29:23   , 
464999, 1.20, 354.95, 83.57, 36.10, 41.83, 38.18, 1.44, 353.09, 86.56, 80.2, 7.5, 57.290218, -2.004160, 2.60, 2.68, 10, 80, 04/21/2013 13:29:26   , 
467256, 10.09, 352.96, 150.76, 31.21, 41.92, 35.96, 12.85, 349.53, 152.92, 80.0, 7.5, 57.290248, -2.004130, 3.00, 3.33, 10, 80, 04/21/2013 13:29:29   , 
469496, 2.79, 351.97, 80.55, 33.82, 42.62, 38.17, 3.18, 351.28, 84.17, 80.6, 7.4, 57.290298, -2.004100, 3.40, 3.25, 10, 80, 04/21/2013 13:29:33   , 
472421, 1.30, 359.68, 218.35, 33.54, 42.80, 38.62, 1.41, 359.52, 219.69, 81.1, 7.4, 57.290328, -2.004070, 3.50, 3.25, 10, 80, 04/21/2013 13:29:36   , 
474681, 1.96, 358.03, 253.99, 34.71, 41.03, 37.58, 2.82, 357.36, 253.78, 81.0, 7.3, 57.290370, -2.004040, 3.40, 3.04, 9, 100, 04/21/2013 13:29:39   , 
476916, 8.94, 359.43, 47.29, 36.11, 43.26, 38.29, 9.93, 359.24, 50.29, 81.0, 7.0, 57.290420, -2.004000, 3.60, 3.37, 9, 100, 04/21/2013 13:29:43   , 
479835, 1.07, 347.03, 270.63, 35.74, 42.10, 40.36, 1.49, 345.49, 269.20, 81.0, 7.0, 57.290458, -2.003980, 3.40, 3.37, 9, 100, 04/21/2013 13:29:46   , 
482085, 1.33, 353.79, 190.59, 35.13, 44.66, 39.16, 1.35, 352.28, 191.30, 81.5, 7.0, 57.290489, -2.003950, 3.40, 3.29, 9, 100, 04/21/2013 13:29:49   , 
484332, 10.01, 357.70, 199.82, 36.98, 44.45, 38.72, 12.33, 357.21, 199.87, 82.2, 7.1, 57.290538, -2.003910, 3.80, 3.18, 9, 100, 04/21/2013 13:29:53   , 
487294, 3.58, 358.35, 311.48, 34.65, 41.69, 37.58, 4.01, 358.14, 309.46, 82.3, 7.1, 57.290569, -2.003880, 4.10, 3.18, 9, 100, 04/21/2013 13:29:56   , 
489552, 0.30, 359.45, 197.11, 35.95, 43.16, 40.10, 0.34, 359.34, 197.48, 82.1, 7.2, 57.290599, -2.003860, 4.60, 3.18, 9, 100, 04/21/2013 13:29:59   , 
491792, 3.79, 359.45, 279.65, 36.54, 43.81, 42.12, 4.09, 359.40, 280.21, 82.6, 7.3, 57.290641, -2.003820, 5.50, 2.91, 9, 100, 04/21/2013 13:30:03   , 
494746, 1.57, 358.12, 138.74, 36.01, 46.82, 40.22, 1.47, 357.75, 138.90, 82.5, 7.3, 57.290660, -2.003790, 6.30, 2.91, 9, 100, 04/21/2013 13:30:06   , 
496992, 3.12, 358.87, 286.84, 35.71, 42.48, 39.38, 3.75, 358.76, 286.03, 82.5, 7.2, 57.290699, -2.003760, 6.50, 2.89, 9, 100, 04/21/2013 13:30:09   , 
499227, 1.27, 359.48, 95.70, 32.59, 41.19, 37.94, 1.67, 359.37, 96.28, -999, -999, 57.290748, -2.003720, 6.50, 2.73, 10, 90, 04/21/2013 13:30:14   , 
502692, 3.10, 350.89, 34.43, 39.01, 45.85, 41.32, 3.01, 349.51, 35.68, 82.0, 7.2, 57.290779, -2.003690, 6.70, 2.73, 11, 80, 04/21/2013 13:30:17   , 
504913, 5.57, 358.67, 279.66, 34.90, 46.77, 39.60, 7.96, 358.63, 278.50, 82.2, 7.1, 57.290821, -2.003660, 6.90, 2.95, 10, 90, 04/21/2013 13:30:20   , 
507151, 4.27, 353.99, 65.46, 38.13, 48.41, 42.40, 4.27, 353.59, 66.65, 82.4, 7.0, 57.290859, -2.003640, 7.00, 3.36, 11, 80, 04/21/2013 13:30:23   , 
509717, 9.27, 351.67, 47.48, 36.58, 49.43, 38.88, 12.36, 351.82, 50.84, 82.4, 7.0, 57.290901, -2.003610, 6.00, 3.36, 10, 80, 04/21/2013 13:30:26   , 
511975, 9.91, 358.25, 149.48, 39.19, 43.36, 40.81, 10.94, 358.03, 150.16, 82.4, 6.9, 57.290939, -2.003610, 5.80, 2.51, 10, 90, 04/21/2013 13:30:29   , 
514209, 4.55, 356.50, 146.12, 38.34, 48.17, 45.80, 5.75, 355.57, 145.54, 82.3, 6.9, 57.290981, -2.003580, 6.60, 3.46, 11, 80, 04/21/2013 13:30:33   , 
517142, 4.55, 347.18, 49.79, 37.28, 46.38, 40.05, 5.26, 346.14, 52.64, 82.9, 6.9, 57.291019, -2.003550, 6.10, 3.46, 10, 80, 04/21/2013 13:30:36   , 
519410, 9.61, 357.77, 77.94, 36.33, 44.45, 39.92, 12.74, 357.19, 79.55, 82.8, 6.9, 57.291061, -2.003520, 5.40, 3.67, 10, 80, 04/21/2013 13:30:39   , 
521644, 2.92, 356.86, 52.28, 36.29, 44.39, 42.32, 3.07, 356.04, 53.66, -999, -999, 57.291130, -2.003510, 4.70, 3.51, 10, 80, 04/21/2013 13:30:44   , 
525095, 2.69, 357.77, 139.61, 36.91, 45.69, 41.66, 2.83, 357.03, 138.98, 82.6, 6.8, 57.291168, -2.003490, 4.60, 3.35, 10, 80, 04/21/2013 13:30:47   , 
527319, 8.84, 357.99, 195.90, 36.46, 44.48, 39.44, 11.89, 357.36, 195.90, 83.4, 6.9, 57.291198, -2.003460, 4.70, 3.37, 10, 80, 04/21/2013 13:30:50   , 
529567, 14.37, 359.70, 164.99, 33.28, 43.65, 38.52, 15.58, 359.63, 165.52, 83.6, 6.9, 57.291240, -2.003420, 5.00, 3.27, 10, 80, 04/21/2013 13:30:53   , 
532131, 13.57, 357.44, 95.09, 32.49, 42.42, 37.41, 14.80, 356.78, 98.25, 83.6, 6.9, 57.291278, -2.003390, 4.60, 3.27, 10, 80, 04/21/2013 13:30:56   , 
534386, 1.65, 360.00, 80.13, 36.28, 44.27, 41.21, 1.73, 360.00, 81.49, 84.0, 6.9, 57.291309, -2.003360, 5.00, 3.18, 10, 80, 04/21/2013 13:30:59   , 
536615, 3.16, 358.71, 84.76, 34.43, 40.41, 38.80, 3.93, 358.35, 87.75, 83.5, 6.8, 57.291358, -2.003320, 5.10, 3.15, 10, 80, 04/21/2013 13:31:03   , 
539556, 10.05, 352.73, 197.47, 38.17, 48.23, 41.58, 10.78, 352.99, 196.94, 83.6, 6.8, 57.291400, -2.003290, 5.50, 3.15, 10, 80, 04/21/2013 13:31:06   , 
541820, 6.90, 360.00, 220.12, 33.98, 47.07, 43.14, 7.47, 360.00, 221.76, 83.7, 6.8, 57.291431, -2.003270, 6.10, 3.37, 10, 80, 04/21/2013 13:31:09   , 
544056, 1.80, 354.75, 102.45, 32.06, 45.45, 41.63, 1.86, 354.64, 102.73, 83.2, 6.7, 57.291481, -2.003240, 6.40, 3.54, 9, 100, 04/21/2013 13:31:13   , 
547003, 15.37, 359.27, 95.40, 37.99, 44.32, 41.29, 15.81, 359.17, 97.07, 83.7, 6.7, 57.291519, -2.003220, 6.20, 3.54, 10, 80, 04/21/2013 13:31:16   , 
549264, 14.39, 359.66, 172.50, 36.33, 43.04, 40.33, 17.46, 359.54, 173.95, 83.9, 6.7, 57.291561, -2.003190, 6.00, 3.44, 10, 80, 04/21/2013 13:31:19   , 
551499, 2.96, 356.19, 75.12, 37.87, 45.65, 41.59, 2.89, 355.41, 76.72, 83.7, 6.7, 57.291610, -2.003160, 5.50, 3.66, 10, 80, 04/21/2013 13:31:23   , 
554442, 2.58, 357.61, 202.11, 38.13, 49.43, 41.71, 3.28, 357.46, 202.73, 84.1, 6.7, 57.291641, -2.003140, 5.30, 3.66, 10, 80, 04/21/2013 13:31:26   , 
556708, 6.78, 355.21, 223.05, 39.36, 47.55, 40.30, 8.18, 355.47, 223.16, 84.0, 6.7, 57.291679, -2.003120, 5.30, 3.16, 10, 80, 04/21/2013 13:31:29   , 
558947, 0.86, 359.40, 36.05, 37.30, 44.69, 39.36, 0.98, 359.22, 38.64, 84.1, 6.7, 57.291721, -2.003100, 5.90, 2.23, 10, 80, 04/21/2013 13:31:33   , 
561912, 2.09, 354.75, 100.36, 34.06, 43.31, 36.76, 2.21, 353.38, 101.40, 84.0, 6.7, 57.291751, -2.003080, 6.30, 2.23, 10, 80, 04/21/2013 13:31:36   , 
564165, 0.28, 15.02, 7.65, 32.45, 41.50, 38.37, 0.32, 21.17, 10.12, 84.6, 6.9, 57.291790, -2.003060, 6.60, 3.00, 10, 80, 04/21/2013 13:31:39   , 
566393, 1.31, 359.37, 26.09, 29.74, 40.60, 36.59, 1.53, 359.21, 30.10, -999, -999, 57.291839, -2.003040, 7.00, 2.62, 10, 80, 04/21/2013 13:31:44   , 
569854, 4.11, 352.31, 313.47, 36.59, 45.52, 41.12, 5.53, 350.76, 312.36, 83.7, 7.1, 57.291870, -2.003000, 7.00, 3.15, 10, 80, 04/21/2013 13:31:47   , 
572079, 3.32, 360.00, 48.74, 36.25, 46.45, 41.59, 3.60, 360.00, 49.78, 84.0, 7.3, 57.291908, -2.002960, 6.70, 3.48, 10, 80, 04/21/2013 13:31:50   , 
574315, 0.32, 357.95, 32.85, 36.87, 45.16, 40.93, 0.32, 357.27, 35.56, 84.0, 7.0, 57.291938, -2.002930, 6.70, 3.54, 10, 80, 04/21/2013 13:31:53   , 
576894, 4.24, 355.89, 42.74, 36.76, 44.28, 39.53, 4.34, 355.76, 45.37, 84.0, 7.0, 57.291980, -2.002900, 6.60, 3.54, 11, 80, 04/21/2013 13:31:56   , 
579161, 4.34, 350.63, 151.50, 37.07, 43.45, 40.07, 5.19, 348.76, 152.35, 84.3, 7.0, 57.292018, -2.002870, 6.50, 3.08, 11, 80, 04/21/2013 13:31:59   , 
581394, 4.99, 352.73, 81.99, 38.57, 47.30, 43.20, 5.05, 351.28, 83.71, 83.6, 6.9, 57.292060, -2.002850, 6.80, 3.15, 11, 80, 04/21/2013 13:32:03   , 
584324, 2.83, 356.11, 201.79, 37.12, 47.42, 42.53, 3.07, 356.42, 202.66, 84.2, 6.9, 57.292098, -2.002830, 7.00, 3.15, 11, 80, 04/21/2013 13:32:06   , 
586591, 1.22, 355.87, 58.51, 36.01, 44.62, 38.16, 1.45, 355.46, 61.33, 84.1, 6.8, 57.292129, -2.002840, 6.60, 3.00, 11, 80, 04/21/2013 13:32:09   , 
588829, 1.37, 358.45, 15.14, 37.52, 41.66, 40.42, 1.71, 357.99, 16.75, 84.2, 6.7, 57.292179, -2.002840, 6.20, 2.82, 11, 80, 04/21/2013 13:32:13   , 
591774, 2.39, 353.66, 11.14, 35.84, 41.26, 38.51, 2.97, 351.25, 13.22, 84.1, 6.8, 57.292198, -2.002830, 6.40, 2.82, 11, 80, 04/21/2013 13:32:16   , 
594029, 2.45, 16.08, 8.90, 31.95, 41.04, 35.52, 3.81, 19.88, 11.94, 84.1, 6.7, 57.292221, -2.002800, 6.30, 2.35, 11, 80, 04/21/2013 13:32:19   , 
596260, 1.88, 342.18, 136.62, 34.01, 43.24, 40.03, 2.67, 341.13, 137.23, 83.9, 7.0, 57.292270, -2.002780, 6.20, 3.42, 11, 80, 04/21/2013 13:32:23   , 
599203, 1.90, 359.70, 50.32, 32.31, 44.81, 43.20, 1.91, 359.67, 50.57, 84.2, 6.9, 57.292308, -2.002760, 6.20, 3.42, 11, 80, 04/21/2013 13:32:26   , 
601467, 1.29, 358.24, 237.77, 33.61, 46.15, 42.09, 1.38, 357.88, 237.55, 84.2, 6.9, 57.292350, -2.002710, 6.10, 3.61, 11, 80, 04/21/2013 13:32:29   , 
603704, 3.89, 358.47, 225.68, 37.20, 45.00, 40.82, 5.12, 358.39, 227.19, 83.9, 6.8, 57.292388, -2.002680, 6.60, 3.18, 11, 80, 04/21/2013 13:32:33   , 
606586, 1.22, 358.81, 102.57, 34.11, 42.36, 37.21, 1.67, 358.70, 103.33, 83.9, 6.7, 57.292419, -2.002670, 6.60, 3.18, 11, 80, 04/21/2013 13:32:36   , 
608866, 6.24, 7.38, 7.15, 37.38, 39.06, 38.54, 7.92, 9.52, 8.95, 84.2, 6.9, 57.292419, -2.002670, 6.40, 0.12, 11, 80, 04/21/2013 13:32:39   , 
611086, 1.08, 11.53, 7.87, 33.37, 39.89, 37.54, 1.34, 14.93, 10.22, 84.1, 7.4, 57.292438, -2.002650, 6.00, 2.87, 11, 80, 04/21/2013 13:32:43   , 
614032, 1.08, 358.82, 30.26, 31.91, 41.28, 37.56, 1.74, 358.59, 33.59, 84.1, 7.4, 57.292469, -2.002620, 5.60, 2.87, 11, 80, 04/21/2013 13:32:46   , 
616295, 1.04, 358.73, 262.05, 38.89, 45.00, 41.45, 1.06, 358.73, 261.47, 83.5, 7.3, 57.292510, -2.002580, 5.60, 3.68, 11, 80, 04/21/2013 13:32:49   , 
618534, 0.30, 355.21, 203.02, 39.63, 43.69, 40.75, 0.36, 354.39, 203.78, 83.2, 7.0, 57.292549, -2.002540, 5.20, 3.27, 11, 80, 04/21/2013 13:32:53   , 
621436, 4.65, 359.61, 139.55, 39.06, 49.48, 45.07, 4.56, 359.67, 139.71, 83.8, 6.9, 57.292591, -2.002500, 4.70, 3.27, 10, 80, 04/21/2013 13:32:56   , 
623691, 2.21, 353.98, 270.40, 38.62, 45.89, 41.35, 2.74, 352.48, 270.08, 83.8, 6.9, 57.292621, -2.002450, 4.50, 3.31, 11, 80, 04/21/2013 13:32:59   , 
625927, 2.29, 359.66, 316.76, 34.80, 44.31, 38.41, 2.44, 359.65, 315.58, 84.3, 6.8, 57.292659, -2.002410, 4.30, 3.28, 11, 80, 04/21/2013 13:33:03   , 
628855, 1.01, 358.50, 47.27, 37.79, 43.80, 39.85, 1.05, 358.15, 49.37, 84.4, 6.8, 57.292701, -2.002370, 3.90, 3.28, 11, 80, 04/21/2013 13:33:06   , 
631100, 2.97, 359.70, 77.86, 36.51, 41.24, 40.56, 3.39, 359.61, 79.34, 84.3, 6.8, 57.292720, -2.002330, 4.50, 3.13, 11, 80, 04/21/2013 13:33:09   , 
633333, 1.34, 355.71, 27.64, 36.76, 45.36, 39.52, 1.44, 355.76, 30.78, 84.4, 6.8, 57.292770, -2.002280, 4.20, 2.97, 11, 80, 04/21/2013 13:33:13   , 
636272, 3.81, 355.35, 200.54, 37.64, 42.24, 39.69, 4.92, 354.77, 201.05, 84.5, 6.8, 57.292800, -2.002250, 3.90, 2.97, 11, 80, 04/21/2013 13:33:16   , 
638530, 0.29, 358.82, 224.28, 37.08, 42.55, 40.75, 0.37, 358.72, 225.15, 84.6, 6.8, 57.292831, -2.002220, 4.10, 3.30, 11, 80, 04/21/2013 13:33:19   , 
640760, 3.18, 360.00, 274.00, 36.87, 46.04, 42.86, 3.07, 360.00, 274.76, -999, -999, 57.292900, -2.002170, 3.90, 3.69, 11, 80, 04/21/2013 13:33:24   , 
644170, 5.03, 357.22, 48.30, 35.86, 43.87, 38.96, 5.25, 356.55, 50.65, 84.2, 6.8, 57.292930, -2.002150, 4.00, 3.34, 11, 80, 04/21/2013 13:33:27   , 
646390, 2.81, 354.32, 149.62, 33.85, 41.19, 39.02, 3.22, 352.35, 150.42, 84.7, 6.8, 57.292968, -2.002120, 3.60, 3.36, 11, 80, 04/21/2013 13:33:30   , 
648623, 2.74, 350.10, 206.42, 35.83, 39.60, 37.05, 3.52, 346.55, 205.50, 85.0, 6.9, 57.293010, -2.002080, 3.50, 3.30, 11, 80, 04/21/2013 13:33:33   , 
651363, 0.29, 350.83, 30.70, 34.95, 41.48, 37.16, 0.42, 347.77, 31.82, 85.0, 6.9, 57.293048, -2.002040, 3.90, 3.43, 10, 80, 04/21/2013 13:33:37   , 
653601, 6.73, 359.68, 142.85, 33.42, 38.90, 35.37, 8.65, 359.56, 144.86, 84.8, 6.8, 57.293079, -2.002030, 3.80, 2.59, 10, 80, 04/21/2013 13:33:39   , 
655887, 6.20, 7.55, 6.59, 34.93, 37.02, 35.57, 8.49, 10.15, 9.17, 85.3, 6.8, 57.293090, -2.002030, 4.00, 0.06, 10, 80, 04/21/2013 13:33:43   , 
658479, 6.41, 7.16, 6.54, 35.05, 36.43, 36.02, 8.65, 9.87, 8.96, 84.6, 6.7, 57.293090, -2.002030, 4.30, 0.06, 10, 80, 04/21/2013 13:33:46   , 
660744, 6.20, 7.24, 6.62, 35.13, 36.52, 36.25, 8.43, 10.08, 9.00, 84.7, 6.7, 57.293090, -2.002040, 4.80, 0.14, 10, 80, 04/21/2013 13:33:49   , 
662970, 5.86, 7.24, 6.54, 34.52, 35.71, 35.39, 8.38, 10.46, 9.18, 84.3, 6.6, 57.293090, -2.002040, 4.50, 0.06, 10, 80, 04/21/2013 13:33:53   , 
665915, 3.62, 351.44, 265.44, 38.42, 41.59, 39.86, 4.56, 349.51, 264.36, 84.7, 6.6, 57.293090, -2.002020, 4.30, 0.06, 10, 80, 04/21/2013 13:33:56   , 
668180, 11.55, 359.71, 286.97, 35.99, 42.52, 39.46, 12.57, 359.64, 285.65, 84.7, 6.6, 57.293128, -2.001980, 4.20, 3.75, 10, 80, 04/21/2013 13:33:59   , 
670417, 0.34, 358.70, 53.66, 33.50, 42.39, 36.66, 0.37, 358.42, 56.05, 84.3, 6.7, 57.293170, -2.001930, 4.30, 3.34, 10, 80, 04/21/2013 13:34:03   , 
673318, 6.06, 354.40, 46.94, 36.33, 42.45, 40.48, 6.97, 352.41, 48.40, 84.8, 6.7, 57.293209, -2.001900, 4.10, 3.34, 10, 80, 04/21/2013 13:34:06   , 
675601, 5.92, 357.37, 252.22, 36.31, 42.69, 39.38, 6.78, 356.68, 252.42, 84.9, 6.7, 57.293251, -2.001870, 3.80, 3.35, 10, 80, 04/21/2013 13:34:09   , 
