 Date,Time,TimeM, Min X, Max X, Avg X, Min Y, Max Y, Avg Y, Min Z, Max Z, Avg Z, Humidity, Temperature, Lat, Lon, Altitude, Speed, Sat, Prec,Event
 04/11/2013,05:35:18,1625888,36.13,37.85,37.38,53.33,54.74,54.57,27.96,28.89,28.52,30.7,19.2,57.142921,-2.09813,27.9,0.07,7,110,On the train
 04/11/2013,05:40:02,1839589,52,55.21,54.59,63.89,66.25,65.81,31.63,32.94,32.28,32.2,19,57.142791,-2.09813,14.3,0.38,8,100,On the train
 04/11/2013,05:40:04,1841820,53.51,55.37,54.6,64.17,66.07,65.74,31.97,33.27,32.38,32.3,19,57.14278,-2.09814,14.5,0.87,8,100,On the train
 04/11/2013,05:40:08,1844089,53.23,54.97,54.56,64.33,66.11,65.82,31.97,33.26,32.25,32.3,19,57.142799,-2.0981,13.6,0.16,7,170,On the train
 04/11/2013,05:40:10,1846341,53.03,54.97,54.52,64.82,66.11,65.56,31.8,33.06,32.53,32.3,19,57.142799,-2.09808,12.7,0.58,7,170,On the train
 04/11/2013,05:40:14,1848630,52.84,55.9,53.87,64.36,66.57,65.64,31.63,32.62,31.81,32.3,19,57.142829,-2.09802,9.8,0.31,7,170,On the train
 04/11/2013,05:40:17,1850877,52.64,55.62,53.65,64.36,66.43,64.87,31.8,32.72,32.52,32.3,19,57.142829,-2.09799,7.9,0.53,7,170,On the train
 04/11/2013,05:40:19,1853108,52.64,55.37,54.12,64.51,65.93,65.48,31.8,32.89,32.24,32.3,19,57.142829,-2.09798,6.1,0.15,7,170,On the train
 04/11/2013,05:40:23,1855382,52.34,56.17,54.61,64.22,66.43,65.65,31.52,33.06,32.5,32.3,19,57.142829,-2.09798,5.5,0.22,7,170,On the train
 04/11/2013,05:40:25,1857643,52.64,55.09,54.31,64.52,65.79,65.66,31.8,32.79,32.2,32.3,19,57.142829,-2.09797,4.8,0.43,7,170,On the train
 04/11/2013,05:40:29,1859912,52.25,55.37,53.43,64.36,66.07,64.88,31.63,32.89,32.29,32.3,19,57.142829,-2.09795,2.5,0.12,7,170,On the train
 04/11/2013,05:40:32,1862170,52.84,55.9,53.51,64.17,66.57,64.91,31.52,33.1,32.33,32.4,19,57.142829,-2.09792,0.5,0.49,7,170,On the train
 04/11/2013,05:40:34,1864404,52.66,55.9,53.53,63.89,66.43,64.81,32.18,33.35,32.47,32.4,19,57.142841,-2.09791,-0.7,0.41,7,170,On the train
 04/11/2013,05:40:38,1866673,52.37,55.21,53.52,63.29,66.39,65.04,32.04,33.51,32.18,32.4,19,57.142848,-2.09786,-0.5,0.09,7,170,On the train
 04/11/2013,05:40:40,1868925,52.43,55.09,54.55,64.54,66.11,65.62,31.76,32.79,32.47,32.4,19,57.14286,-2.09784,0.1,0.25,7,170,On the train
 04/11/2013,05:40:44,1871185,53.13,55.49,54.52,64.51,66.39,65.62,31.97,32.89,32.45,32.4,19,57.142879,-2.09779,2.1,0.08,7,170,On the train
 04/11/2013,05:40:47,1873456,52.64,55.77,53.56,64.36,66.25,65.1,31.8,32.89,32.15,32.4,19,57.142898,-2.09777,4.7,0.22,7,170,On the train
 04/11/2013,05:40:49,1875691,52.37,55.05,54.2,64.19,66.15,65.51,31.97,32.62,32.27,32.4,19,57.142898,-2.09775,6,0.32,7,170,On the train
 04/11/2013,05:40:53,1877982,53.03,55.09,54.37,64.33,66.11,65.81,31.69,32.74,32.08,32.5,19.1,57.142898,-2.09775,8,0.15,8,100,On the train
 04/11/2013,05:40:55,1880238,52.08,54.97,53.71,63.74,65.76,65.19,31.8,32.72,32.19,32.6,19.1,57.14289,-2.09778,11.2,0.18,8,100,On the train
 04/11/2013,05:40:59,1882512,52.08,55.62,53.48,63.74,66.43,65.22,31.8,32.62,31.93,32.5,19,57.142871,-2.09784,16.2,0.32,8,100,On the train
 04/11/2013,05:41:02,1884768,52.32,54.97,53.4,63.29,66.11,64.86,31.97,33.09,32.28,32.5,19,57.142848,-2.09787,19.8,0.71,8,100,On the train
 04/11/2013,05:41:04,1886999,52.25,55.77,52.74,64.21,66.39,64.59,31.8,33.35,31.98,32.6,19.1,57.142841,-2.09789,21.7,0.43,8,100,On the train
 04/11/2013,05:41:08,1889283,53.03,55.05,53.52,64.33,66.43,65.09,31.8,33,32.13,32.5,19,57.142818,-2.09794,24,0.33,7,100,On the train
 04/11/2013,05:41:10,1891530,52.64,54.97,54.1,64.52,66.11,65.22,31.97,32.87,32.52,32.6,19.1,57.142818,-2.09795,25.8,0.56,7,100,On the train
 04/11/2013,05:41:14,1893800,52.64,54.69,53.58,64.54,65.79,65.26,31.69,32.72,31.99,32.5,19,57.14281,-2.09798,26.3,0.36,7,100,On the train
 04/11/2013,05:41:17,1896056,52.29,54.69,54.34,64.18,65.76,65.39,31.97,32.74,32.55,32.6,19.1,57.142791,-2.09798,27.4,0.49,6,120,On the train
 04/11/2013,05:41:19,1898293,52.66,55.09,53.8,64.19,66.07,65.44,31.76,32.49,31.99,32.6,19.1,57.142791,-2.09798,27.8,0.81,6,120,On the train
 04/11/2013,05:41:23,1900578,51.69,55.49,53.66,62.99,66.25,64.86,31.8,32.87,32.54,32.6,19.1,57.142791,-2.09796,30.4,0.3,6,120,On the train
 04/11/2013,05:41:25,1902822,53.03,54.97,53.43,64.51,66.04,65.02,31.8,32.89,32.12,32.6,19.1,57.142791,-2.09796,32,0.96,6,120,On the train
 04/11/2013,05:41:29,1905115,53.04,54.97,54.39,63.58,66.04,65.58,31.97,33.43,32.37,32.6,19,57.142791,-2.09793,35.6,1.43,6,120,On the train
 04/11/2013,05:41:32,1907365,53.13,55.09,54.48,64.51,66.43,65.54,31.97,32.87,32.51,32.7,19.1,57.14281,-2.09791,32.2,1.43,7,120,On the train
 04/11/2013,05:41:34,1909600,51.95,55.77,53.11,64.18,66.25,64.91,31.69,33.09,31.96,32.7,19.1,57.142818,-2.09791,29.1,1.35,8,100,On the train
 04/11/2013,05:41:38,1911875,53.4,54.74,53.69,64.47,65.76,64.97,32.35,33.25,32.43,32.7,19.1,57.142829,-2.09788,23.3,1.55,7,100,On the train
 04/11/2013,05:41:40,1914127,52.84,55.9,53.66,64.36,66.43,64.97,31.97,32.89,32.4,32.7,19.1,57.142841,-2.09786,23.4,0.74,6,180,On the train
 04/11/2013,05:41:44,1916409,52.64,54.69,53.1,64.36,65.79,64.9,31.63,32.79,31.95,32.7,19.1,57.14286,-2.09784,22.8,0.26,6,180,On the train
 04/11/2013,05:41:47,1918658,52.64,55.37,53.13,64.22,66.04,64.66,31.8,32.89,32.27,32.7,19.1,57.142871,-2.09782,23.9,0.53,5,210,On the train
 04/11/2013,05:41:49,1920892,52.43,54.41,53.97,63.43,65.5,65.22,32.11,33.02,32.4,32.7,19.1,57.142871,-2.09781,23.3,0.96,5,210,On the train
 04/11/2013,05:41:53,1923160,52.25,55.62,53.77,64.21,66.71,65.11,31.97,32.91,32.33,32.7,19.1,57.142879,-2.09781,25.1,0.51,6,210,On the train
 04/11/2013,05:41:55,1925432,52,55.9,53.8,63.59,66.43,65.32,31.69,32.79,32.12,32.7,19.1,57.142871,-2.09784,25.7,0.9,6,210,On the train
 04/11/2013,05:41:59,1927724,53.51,56.17,54.15,64.82,66.57,65.29,32.18,32.89,32.49,32.8,19.1,57.14286,-2.09788,25,0.39,6,210,On the train
 04/11/2013,05:42:02,1929981,53.13,55.49,54.22,64.51,66.11,65.57,31.97,32.79,32.22,32.8,19.1,57.142848,-2.09788,23.4,0.12,6,210,On the train
 04/11/2013,05:42:04,1932218,52.37,55.62,54.06,63.89,66.57,65.16,31.97,32.89,32.56,32.7,19,57.142848,-2.09789,22.1,0.26,6,210,On the train
 04/11/2013,05:42:08,1934492,53.4,54.97,53.94,64.47,65.76,65.23,32.18,32.75,32.36,32.8,19.1,57.14281,-2.09797,27.4,0.59,8,100,On the train
 04/11/2013,05:42:10,1936738,52.84,55.9,54.52,64.36,66.71,65.51,31.97,32.89,32.58,32.8,19.1,57.14281,-2.09798,29.5,1.43,8,100,On the train
 04/11/2013,05:42:14,1939009,52.29,54.74,52.96,63.89,65.61,64.97,31.52,32.74,31.76,32.8,19.1,57.142791,-2.098,29.4,0.48,8,100,On the train
 04/11/2013,05:42:17,1941272,52.64,55.09,53.58,64.52,65.93,65.14,31.97,32.72,32.13,32.9,19.1,57.142818,-2.09799,28.4,0.69,8,100,On the train
 04/11/2013,05:42:19,1943504,51.77,55.49,54.18,63.58,66.25,65.44,31.84,32.91,32.35,32.9,19.1,57.142829,-2.098,27.5,0.13,8,100,On the train
 04/11/2013,05:42:23,1945768,52.37,55.09,53.58,64.19,66.04,65.01,31.97,32.62,32.28,32.9,19.1,57.142818,-2.09802,28.6,0.24,8,100,On the train
 04/11/2013,05:42:25,1948014,52.84,55.09,53.66,64.51,66.07,65.05,32.04,32.72,32.31,32.9,19.1,57.142818,-2.09801,28.8,0.14,8,100,On the train
 04/11/2013,05:42:29,1950290,52.08,55.37,54.56,63.74,66.07,65.64,31.8,32.72,32.46,32.9,19.1,57.14281,-2.09803,29.4,0.35,8,100,On the train
 04/11/2013,05:42:33,1952890,52.66,56.45,54.03,64.33,67.22,65.24,31.8,32.79,32.44,32.9,19.1,57.142799,-2.09803,31.6,0.2,8,100,On the train
 04/11/2013,05:42:36,1955852,52.25,55.09,53.85,64.17,65.79,65.14,31.8,33.52,32.39,32.9,19.1,57.142791,-2.09801,33,0.81,8,100,On the train
 04/11/2013,05:42:39,1958109,51.63,54.81,52.57,63.73,65.79,64.29,31.94,32.74,32.17,32.9,19.1,57.142791,-2.09803,33.7,1,8,100,On the train
 04/11/2013,05:42:43,1960359,51.12,54.74,53.09,63.43,65.56,64.63,31.8,33.25,32.27,33,19.1,57.14278,-2.09804,32.3,0.93,8,100,On the train
 04/11/2013,05:42:46,1963318,52.34,54.81,53.73,64.07,65.79,65.11,31.63,32.79,32.3,33,19.1,57.14278,-2.09804,29.5,0.66,8,100,On the train
 04/11/2013,05:42:49,1965571,51.62,55.37,54.74,63.15,65.93,65.61,31.97,33.25,32.67,33,19.1,57.142768,-2.09802,27.7,0.59,8,100,On the train
 04/11/2013,05:42:53,1967814,52.84,54.41,53.53,64.33,65.61,64.97,31.84,32.87,32.27,33,19.1,57.142768,-2.09799,25.4,0.83,8,100,On the train
 04/11/2013,05:42:56,1970807,52.66,55.91,55.29,64.19,66.35,66.1,31.97,32.91,32.61,33,19.1,57.14278,-2.09796,24.6,0.83,8,100,On the train
 04/11/2013,05:42:59,1973075,52.37,54.97,53.96,63.89,65.76,65.36,31.8,32.94,32.22,33,19.1,57.14278,-2.09796,23.6,0.44,8,100,On the train
 04/11/2013,05:43:03,1975316,52.25,55.21,54.06,64.51,66.25,65.13,31.52,33.25,32.6,32.5,19.1,57.14278,-2.09797,23.7,0.85,8,100,On the train
