 Date,Time,TimeM, Min X, Max X, Avg X, Min Y, Max Y, Avg Y, Min Z, Max Z, Avg Z, Humidity, Temperature, Lat, Lon, Altitude, Speed, Sat, Prec,Event
 04/11/2013,05:06:20,321793,25.73,32.56,31.2,43.81,49.71,44.93,22.53,32.69,31.28,37.8,20.4,57.363948,-2.07366,20.2,15.22,8,110,In car
 04/11/2013,05:11:59,572580,28.98,36.14,31.75,43.6,49.1,45.81,27.59,37.48,31.03,,,57.30548,-2.04654,33.1,48.28,10,90,In car
 04/11/2013,05:12:02,575981,33.05,38,35.81,45.44,49.45,46.94,29.51,37.57,34.05,34.5,19.9,57.304908,-2.04678,34,49.08,10,90,In car
 04/11/2013,05:12:05,578205,30.31,37.49,34.75,44.15,47.01,45.16,28.6,38.31,34.65,35.2,19.9,57.30434,-2.04715,35.8,51.07,10,90,In car
 04/11/2013,05:12:09,580447,31.22,37.09,34.43,44.6,47.12,46.2,29.83,37.22,33.33,,,57.30352,-2.0477,35,55.46,10,90,In car
 04/11/2013,05:12:14,583793,32.05,34.65,32.97,44.87,47.94,46.55,30.52,34.78,31.57,,,57.302421,-2.04841,35.1,59.09,9,90,In car
 04/11/2013,05:12:17,587213,31.62,36.91,33.13,44.58,46.95,46.17,30.4,37.32,32.07,34.4,19.8,57.301731,-2.04885,36.4,60.47,10,90,In car
 04/11/2013,05:12:20,589436,29.62,31.8,30.46,41.38,46.46,44.58,29.62,35.1,30.85,35,19.9,57.30104,-2.04923,38.3,59.37,10,90,In car
 04/11/2013,05:12:23,591683,29.77,32.66,30.79,43.3,46.66,43.76,30.49,33.69,31.88,34.9,19.8,57.30035,-2.04942,40.1,57.63,10,90,In car
 04/11/2013,05:12:26,594246,32.63,35.03,34.21,45.5,47.21,46.87,31.79,33.75,32.5,34.9,19.8,57.299648,-2.04944,41.2,59.92,10,90,In car
 04/11/2013,05:12:29,596504,31.46,35.69,32.74,45.98,47.25,46.79,30.31,33.58,31.12,34.8,19.8,57.298908,-2.04941,41.9,62.86,10,90,In car
